datetime,lat,lon,site_id,site_name,duration,qc,parameter,unit,poc,value,data_status
20230811T2352,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,36.38,0
20230812T0105,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,41.66,0
20230812T0115,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,41.7,0
20230812T0141,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,44.89,0
20230812T0151,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,46.4,0
20230812T0225,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,47.73,0
20230812T0301,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,46.97,0
20230812T0323,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,45.59,0
20230812T0444,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,45.38,0
20230812T0544,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,47.67,0
20230812T0607,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,46.48,0
20230812T0753,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,46.39,0
20230812T0829,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,44.39,0
20230812T0838,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,44.65,0
20230812T0840,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,44.41,0
20230812T1010,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,39.86,0
20230812T1111,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,38.42,0
20230812T1131,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,39.55,0
20230812T1229,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,36.2,0
20230812T1308,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,32.58,0
20230812T1326,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,33.25,0
20230812T1352,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,33.79,0
20230812T1513,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,30.17,0
20230812T1524,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,30.55,0
20230812T1550,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,30.57,0
20230812T1711,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,30.27,0
20230812T1749,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,29.86,0
20230812T1908,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,31.75,0
20230812T1918,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,32.2,0
20230812T1931,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,31.79,0
20230812T1933,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,32.72,0
20230812T2030,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,34.23,0
20230812T2102,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,34.5,0
20230812T2147,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,35.31,0
20230812T2200,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,36.52,0
20230812T2205,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,36.49,0
20230812T2236,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,36.59,0
20230812T2238,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,35.95,0
20230812T2337,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,38.72,0
20230813T0009,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,41.35,0
20230813T0012,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,40.13,0
20230813T0031,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,42.16,0
20230813T0046,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,42.73,0
20230813T0141,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,46.1,0
20230813T0144,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,48.26,0
20230813T0145,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,48.44,0
20230813T0203,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,48.4,0
20230813T0208,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,49.63,0
20230813T0253,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,50.95,0
20230813T0303,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,50.91,0
20230813T0452,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,50.9,0
20230813T0521,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,50.6,0
20230813T0522,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,50.73,0
20230813T0610,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,50.53,0
20230813T0707,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,50.13,0
20230813T0742,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,47.84,0
20230813T0747,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,47.48,0
20230813T0805,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,46.98,0
20230813T0830,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,45.38,0
20230813T0855,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,46.18,0
20230813T0904,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,44.78,0
20230813T0907,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,45.63,0
20230813T0917,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,45.13,0
20230813T0953,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,43.37,0
20230813T1001,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,42.78,0
20230813T1050,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,41.78,0
20230813T1111,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,40.97,0
20230813T1113,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,41.14,0
20230813T1201,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,40.9,0
20230813T1211,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,40.83,0
20230813T1224,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,40.75,0
20230813T1334,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,40.48,0
20230813T1357,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,41.23,0
20230813T1430,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,30.5,0
20230813T1543,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,49.33,0
20230813T1643,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,47.6,0
20230813T1701,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,48.97,0
20230813T1747,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,55.81,0
20230813T1749,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,55.26,0
20230813T1813,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,57,0
20230813T1824,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,52.34,0
20230813T1850,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,50.91,0
20230813T1857,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,50.34,0
20230813T2011,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,51.63,0
20230813T2119,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,49.76,0
20230813T2240,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,47.09,0
20230813T2243,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,46.85,0
20230813T2251,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,45.8,0
20230814T0024,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,42.04,0
20230814T0149,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,41.72,0
20230814T0258,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,44.05,0
20230814T0355,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,34.78,0
20230814T0358,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,34.63,0
20230814T0406,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,36.13,0
20230814T0603,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,28.3,0
20230814T0638,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,30.09,0
20230814T0648,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,29.97,0
20230814T0700,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,30.05,0
20230814T0723,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,33.51,0
20230814T0726,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,28.8,0
20230814T0800,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,34.48,0
20230814T0857,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,31.35,0
20230814T0932,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,30.3,0
20230814T0933,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,28.23,0
20230814T1041,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,27.49,0
20230814T1056,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,25.89,0
20230814T1153,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,27.38,0
20230814T1227,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,32.5,0
20230814T1251,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,33.34,0
20230814T1336,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,30.41,0
20230814T1459,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,27,0
20230814T1521,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,27.73,0
20230814T1721,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,32.46,0
20230814T1822,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,33.37,0
20230814T1922,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,32.01,0
20230814T2028,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,32.64,0
20230814T2029,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,32.33,0
20230814T2044,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,33.33,0
20230814T2108,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,33.99,0
20230814T2229,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,32.08,0
20230814T2252,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,32,0
20230814T2326,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,30.89,0
20230815T0035,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,31.43,0
20230815T0047,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,34.27,0
20230815T0107,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,31.34,0
20230815T0141,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,31.73,0
20230815T0144,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,33,0
20230815T0155,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,32.03,0
20230815T0205,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,31.23,0
20230815T0219,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,32.3,0
20230815T0315,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,31.85,0
20230815T0328,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,36.63,0
20230815T0330,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,38.8,0
20230815T0353,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,39.53,0
20230815T0438,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,39.35,0
20230815T0451,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,38.87,0
20230815T0535,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,38.27,0
20230815T0536,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,36.56,0
20230815T0600,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,39.82,0
20230815T0820,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,43.05,0
20230815T0829,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,42.76,0
20230815T0830,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,42.29,0
20230815T0930,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,35.41,0
20230815T1023,0.3301316830454548,32.59451477627488,64ad2c9de42253002982c4e9,Impala Avenue,1,4,88500,001,1,36.27,0
20230710T0732,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,40.65,0
20230710T1002,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,35.62,0
20230710T1026,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,31.42,0
20230710T1029,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,31.92,0
20230710T1052,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,31.13,0
20230710T1130,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,24.52,0
20230710T1227,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,34.88,0
20230710T1316,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,23.12,0
20230710T1335,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,22.5,0
20230710T1336,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,32.87,0
20230710T1339,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,24.8,0
20230710T1358,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,22.47,0
20230710T1433,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,21.32,0
20230710T1518,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,23.02,0
20230710T1522,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,22.65,0
20230710T1610,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,19.7,0
20230710T1631,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,52.37,0
20230710T1655,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,24.17,0
20230710T1708,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,24.83,0
20230710T1753,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,46.22,0
20230710T1754,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,29.62,0
20230710T1801,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,41.27,0
20230710T1818,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,27.25,0
20230710T1911,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,40.38,0
20230710T1914,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,41.9,0
20230710T1925,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,42.47,0
20230710T1930,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,25.58,0
20230710T1936,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,40.85,0
20230710T1942,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,26.42,0
20230710T2030,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,58.28,0
20230710T2031,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,26.5,0
20230710T2112,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,28.28,0
20230710T2117,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,61.78,0
20230710T2119,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,60.93,0
20230710T2137,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,32.48,0
20230710T2222,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,30.9,0
20230710T2223,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,32.55,0
20230710T2307,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,28.5,0
20230710T2320,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,26.38,0
20230710T2351,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,44.28,0
20230710T2358,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,41.57,0
20230711T0010,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,35.47,0
20230711T0011,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,33.43,0
20230711T0012,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,35.7,0
20230711T0024,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,35.97,0
20230711T0122,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,46.13,0
20230711T0130,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,38.42,0
20230711T0130,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,34.2,0
20230711T0141,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,26.97,0
20230711T0144,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,39.17,0
20230711T0153,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,33.22,0
20230711T0156,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,45.3,0
20230711T0241,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,34.95,0
20230711T0317,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,41.23,0
20230711T0404,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,45.48,0
20230711T0417,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,45.72,0
20230711T0510,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,46.22,0
20230711T0526,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,49.22,0
20230711T0537,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,49.33,0
20230711T0559,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,49.28,0
20230711T0600,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,49.73,0
20230711T0621,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,46.42,0
20230711T0634,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,46.13,0
20230711T0709,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,47.25,0
20230711T0741,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,49.27,0
20230711T0743,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,44.78,0
20230711T0803,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,45.43,0
20230711T0823,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,49.23,0
20230711T0837,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,41.3,0
20230711T0847,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,45.57,0
20230711T0905,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,40.35,0
20230711T0926,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,38.3,0
20230711T0941,0.329728422000113,32.603487733542444,64a5755320511a001d1b4a3e,Impala Ave,1,4,88500,001,1,38.17,0
